gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	NOTCH2	0.018	0.1	0.016	0.017	0.066	0.123	0.0	0.021
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	NOTCH3	0.0	0.004	0.0	0.0	0.005	0.003	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	NOTCH3	0.0	0.004	0.0	0.0	0.005	0.003	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	NOTCH3	0.0	0.004	0.0	0.0	0.005	0.003	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	NOTCH4	0.014	0.003	0.001	0.003	0.0	0.006	0.0	0.002
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS098C2FFC0	NOTCH4	0.014	0.003	0.001	0.003	0.0	0.006	0.0	0.002
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	NOTCH4	0.014	0.003	0.001	0.003	0.0	0.006	0.0	0.002
CD46	P15529	False	MCP_HUMAN		CPI-SS015B87133	CD46	0.095	0.041	0.17	0.133	0.109	0.125	0.0	0.129
OPRM1	P35372	False	OPRM_HUMAN		CPI-SS0D97012FB	OPRM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPRM1	P35372	False	OPRM_HUMAN		CPI-CS0FFD6263C	OPRM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPRL1	P41146	False	OPRX_HUMAN		CPI-SS0DAB76F63	OPRL1	0.007	0.001	0.002	0.0	0.0	0.012	0.0	0.0
HCRTR1	O43613	False	OX1R_HUMAN		CPI-SS084816B12	HCRTR1	0.0	0.005	0.0	0.0	0.028	0.0	0.0	0.0
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	OXTR	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXTR	P30559	False	OXYR_HUMAN		CPI-SS0C916344D	OXTR	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	VIPR1	0.0	0.001	0.005	0.0	0.0	0.003	0.0	0.0
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS0CB25BBAE	VIPR2	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.012
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS07361522F	FLT1	0.001	0.002	0.005	0.0	0.0	0.0	0.0	0.002
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	FLT1	0.001	0.002	0.005	0.0	0.0	0.0	0.0	0.002
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS00D51DD37	FLT1	0.001	0.002	0.005	0.0	0.0	0.0	0.0	0.002
NRP1	O14786	False	NRP1_HUMAN		CPI-SS01790830C	NRP1	0.0	0.041	0.0	0.0	0.036	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS034083FFA	NRP1	0.0	0.041	0.0	0.0	0.036	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS043E22BF5	NRP1	0.0	0.041	0.0	0.0	0.036	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS00508D1C2	NRP1	0.0	0.041	0.0	0.0	0.036	0.0	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS065D9259F	NRP2	0.043	0.043	0.001	0.0	0.235	0.003	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F67B526A	NRP2	0.043	0.043	0.001	0.0	0.235	0.003	0.0	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS046F8AD8B	NRP2	0.043	0.043	0.001	0.0	0.235	0.003	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS036B08188	PLAUR	0.031	2.12	0.06	0.04	1.071	2.111	0.399	0.054
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	PDGFRA	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	PDGFRA	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS06DA9B4FE	PDGFRA	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	PDGFRB	0.006	0.004	0.0	0.016	0.0	0.003	0.0	0.015
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0B3C76C9D	PDGFRB	0.006	0.004	0.0	0.016	0.0	0.003	0.0	0.015
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	SELL	0.398	0.05	1.103	0.056	0.283	0.05	0.73	0.159
SELL	P14151	False	LYAM1_HUMAN		CPI-SS01EBB8D76	SELL	0.398	0.05	1.103	0.056	0.283	0.05	0.73	0.159
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0D479FBB7	SELL	0.398	0.05	1.103	0.056	0.283	0.05	0.73	0.159
SELL	P14151	False	LYAM1_HUMAN		CPI-SS00D1CB372	SELL	0.398	0.05	1.103	0.056	0.283	0.05	0.73	0.159
SELP	P16109	False	LYAM3_HUMAN		CPI-SS039266778	SELP	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS027DD8311	SELP	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS013E6EBC3	SELP	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	CD226	0.006	0.035	0.01	0.028	0.064	0.012	0.0	0.021
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	CD96	0.04	0.026	0.384	0.585	0.06	0.061	0.0	0.581
PTGDR	Q13258	False	PD2R_HUMAN		CPI-CS0F3C15BCC	PTGDR	0.0	0.0	0.001	0.045	0.0	0.0	0.0	0.078
PTGDR	Q13258	False	PD2R_HUMAN		CPI-CS0FADCFDB9	PTGDR	0.0	0.0	0.001	0.045	0.0	0.0	0.0	0.078
PTGDR2	Q9Y5Y4	False	PD2R2_HUMAN		CPI-CS09C48BE1A	PTGDR2	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0
PTGDR2	Q9Y5Y4	False	PD2R2_HUMAN		CPI-CS0F4093169	PTGDR2	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS0F0453B03	PTGER2	0.007	0.405	0.021	0.054	0.304	0.273	0.0	0.111
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS0086A177F	PTGER2	0.007	0.405	0.021	0.054	0.304	0.273	0.0	0.111
PTGER2	P43116	False	PE2R2_HUMAN		CPI-CS000F037BD	PTGER2	0.007	0.405	0.021	0.054	0.304	0.273	0.0	0.111
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS080C76630	PTGER3	0.0	0.001	0.0	0.0	0.014	0.0	0.0	0.0
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS0F721837F	PTGER3	0.0	0.001	0.0	0.0	0.014	0.0	0.0	0.0
PTGER3	P43115	False	PE2R3_HUMAN		CPI-CS0C9671CB6	PTGER3	0.0	0.001	0.0	0.0	0.014	0.0	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS023F349AF	PTGER4	0.115	0.041	0.225	0.396	0.283	0.29	0.128	0.438
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS08E678B9D	PTGER4	0.115	0.041	0.225	0.396	0.283	0.29	0.128	0.438
PTGER4	P35408	False	PE2R4_HUMAN		CPI-CS036B95798	PTGER4	0.115	0.041	0.225	0.396	0.283	0.29	0.128	0.438
LGR6	Q9HBX8	False	LGR6_HUMAN		CPI-SS0EB5364D4	LGR6	0.0	0.001	0.0	0.006	0.0	0.0	0.0	0.006
RORB	Q92753	False	RORB_HUMAN		CPI-CS08EE9E5CE	RORB	0.0	0.0	0.0	0.007	0.0	0.002	0.0	0.003
RORB	Q92753	False	RORB_HUMAN		CPI-CS033058D2B	RORB	0.0	0.0	0.0	0.007	0.0	0.002	0.0	0.003
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	PLXND1	0.001	0.042	0.004	0.018	0.02	0.002	0.0	0.009
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0892F3080	PLXNB2	0.003	0.077	0.0	0.0	0.03	0.09	0.0	0.002
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS012F60F11	PLXNB2	0.003	0.077	0.0	0.0	0.03	0.09	0.0	0.002
CD72	P21854	False	CD72_HUMAN		CPI-SS0BC7F3EB5	CD72	0.139	0.002	0.004	0.003	0.014	0.003	0.0	0.013
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0F7113A7D	PTPRC	0.493	0.758	1.464	2.013	1.112	1.39	0.545	1.399
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS0EBDDDF8A	PLXNC1	0.002	0.025	0.002	0.0	0.005	0.018	0.0	0.018
OLR1	P78380	False	OLR1_HUMAN		CPI-SS0D08E949F	OLR1	0.006	0.959	0.005	0.012	0.454	0.718	0.122	0.011
TBXA2R	P21731	False	TA2R_HUMAN		CPI-CS0D01AFCC7	TBXA2R	0.005	0.001	0.009	0.003	0.0	0.0	0.0	0.006
TFRC	P02786	False	TFR1_HUMAN		CPI-SS0FF0C7449	TFRC	0.009	0.002	0.008	0.006	0.027	0.009	0.0	0.003
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	TGFBR3	0.001	0.002	0.024	0.059	0.0	0.0	0.0	0.059
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	TGFBR3	0.001	0.002	0.024	0.059	0.0	0.0	0.0	0.059
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	TGFBR3	0.001	0.002	0.024	0.059	0.0	0.0	0.0	0.059
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	TNFRSF14	0.146	0.165	0.11	0.123	0.104	0.287	0.0	0.156
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	TNFRSF14	0.146	0.165	0.11	0.123	0.104	0.287	0.0	0.156
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	TNFRSF14	0.146	0.165	0.11	0.123	0.104	0.287	0.0	0.156
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	TNFRSF14	0.146	0.165	0.11	0.123	0.104	0.287	0.0	0.156
FAS	P25445	False	TNR6_HUMAN		CPI-SS0D168412F	FAS	0.01	0.014	0.037	0.045	0.113	0.046	0.0	0.025
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	TNFRSF1A	0.001	0.445	0.059	0.122	0.287	0.357	0.352	0.118
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	TNFRSF1A	0.001	0.445	0.059	0.122	0.287	0.357	0.352	0.118
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	TNFRSF1B	0.052	0.432	0.082	0.143	0.355	0.52	0.0	0.14
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	TNFRSF1B	0.052	0.432	0.082	0.143	0.355	0.52	0.0	0.14
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS085A1A34C	TNFRSF10A	0.024	0.006	0.01	0.0	0.005	0.003	0.0	0.002
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS001865B32	TNFRSF10B	0.032	0.024	0.02	0.016	0.021	0.043	0.0	0.011
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS053CE866E	TNFRSF10C	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	TNFRSF10D	0.0	0.023	0.007	0.0	0.005	0.008	0.0	0.0
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	TNFRSF11A	0.002	0.006	0.002	0.003	0.017	0.0	0.0	0.003
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	TNFRSF12A	0.005	0.068	0.029	0.047	0.018	0.014	0.134	0.014
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	TNFRSF25	0.009	0.01	0.202	0.041	0.04	0.024	0.0	0.079
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS07FEEF0C3	TNFRSF13B	0.216	0.001	0.0	0.0	0.0	0.0	0.0	0.003
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS018FE2F97	TNFRSF17	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS0247B3C14	TNFRSF13C	0.147	0.0	0.002	0.003	0.0	0.0	0.0	0.002
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	TNFRSF18	0.211	0.013	0.086	0.099	0.141	0.015	0.0	0.892
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	TNFRSF4	0.034	0.016	0.141	0.048	0.582	0.018	0.0	0.25
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS084306E19	TNFRSF8	0.002	0.014	0.0	0.0	0.005	0.045	0.0	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	TNFRSF9	0.028	0.035	0.009	0.028	0.142	0.0	0.0	0.05
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	ROR1	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS04256AA73	CD6	0.018	0.016	0.459	0.38	0.061	0.016	0.364	0.101
IL6ST	P40189	False	IL6RB_HUMAN		CPI-CS05B3376EE	IL6ST	0.015	0.041	0.068	0.01	0.057	0.024	0.256	0.01
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS051AA0057	NCR3	0.016	0.0	0.006	0.008	0.0	0.003	0.0	0.059
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0B2D99280	NCR3	0.016	0.0	0.006	0.008	0.0	0.003	0.0	0.059
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS0D3064F3D	LILRA4	0.011	0.0	0.0	0.0	0.072	0.0	0.0	0.0
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	CD200R1	0.0	0.001	0.012	0.009	0.006	0.0	0.0	0.0
IL6R	P08887	False	IL6RA_HUMAN		CPI-SS095632066	IL6R	0.003	0.11	0.026	0.0	0.131	0.029	0.0	0.004
CD80	P33681	False	CD80_HUMAN		CPI-SS0D7DB794A	CD80	0.009	0.005	0.0	0.0	0.046	0.042	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS09D4B2070	PDCD1	0.004	0.001	0.004	0.013	0.0	0.0	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS08DF7B12C	PDCD1	0.004	0.001	0.004	0.013	0.0	0.0	0.0	0.0
CD40	P25942	False	TNR5_HUMAN		CPI-SS0D9E45677	CD40	0.501	0.145	0.013	0.005	0.255	0.203	0.0	0.032
TYROBP	O43914	False	TYOBP_HUMAN		CPI-SS01503DD69	TYROBP	0.063	3.592	0.053	0.218	2.574	3.483	0.415	1.513
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0E80C8B3C	SIRPA	0.005	0.203	0.001	0.0	0.15	0.131	0.0	0.003
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	SIRPG	0.0	0.0	0.017	0.005	0.004	0.0	0.0	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	CD244	0.002	0.006	0.001	0.032	0.012	0.008	0.0	0.149
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	SIGLEC10	0.018	0.02	0.0	0.0	0.0	0.214	0.0	0.0
CD2	P06729	False	CD2_HUMAN		CPI-SS029C16DCA	CD2	0.032	0.059	1.069	1.854	0.144	0.034	0.537	0.735
CD27	P26842	False	CD27_HUMAN		CPI-SS01999882C	CD27	0.104	0.018	0.441	0.087	0.019	0.018	0.407	0.022
CD28	P10747	False	CD28_HUMAN		CPI-SS0DC98E54D	CD28	0.006	0.005	0.103	0.008	0.01	0.0	0.0	0.003
CD28	P10747	False	CD28_HUMAN		CPI-SS0452C6098	CD28	0.006	0.005	0.103	0.008	0.01	0.0	0.0	0.003
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS08EC6823D	CTLA4	0.0	0.001	0.043	0.041	0.027	0.004	0.0	0.009
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0A72C2360	CTLA4	0.0	0.001	0.043	0.041	0.027	0.004	0.0	0.009
IFNGR1	P15260	False	INGR1_HUMAN		CPI-SS0B1650B85	IFNGR1	0.383	0.568	0.175	0.217	0.599	0.777	0.129	0.342
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	PILRA	0.003	0.715	0.007	0.003	0.366	1.623	0.0	0.008
FLT3	P36888	False	FLT3_HUMAN		CPI-SS0D97E07F8	FLT3	0.002	0.001	0.0	0.0	0.027	0.0	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0109FE6AE	MET	0.002	0.031	0.0	0.0	0.004	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	ICOS	0.0	0.004	0.088	0.023	0.012	0.003	0.0	0.003
KIT	P10721	False	KIT_HUMAN		CPI-SS0A612BCEF	KIT	0.0	0.0	0.002	0.0	0.01	0.0	0.0	0.011
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	CLEC2D	0.431	0.028	0.587	0.527	0.165	0.021	0.128	0.12
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	LILRB4	0.002	0.684	0.003	0.0	0.624	0.4	0.0	0.009
SLC22A17	Q8WUG5	False	S22AH_HUMAN		CPI-SS0D5A3EC0A	SLC22A17	0.002	0.002	0.016	0.0	0.005	0.0	0.0	0.002
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS02B2C16ED	ROBO3	0.001	0.0	0.006	0.0	0.004	0.003	0.0	0.011
BSG	P35613	False	BASI_HUMAN		CPI-SS0E2453044	BSG	0.385	0.465	0.369	0.506	0.644	0.553	1.276	0.574
PROCR	Q9UNN8	False	PROCR_HUMAN		CPI-SS0291D3D2E	PROCR	0.0	0.066	0.004	0.0	0.031	0.044	0.0	0.017
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	CD22	0.061	0.003	0.001	0.0	0.0	0.002	0.0	0.0
TLR8	Q9NR97	False	TLR8_HUMAN		CPI-SS016FD0C8A	TLR8	0.0	0.018	0.0	0.0	0.005	0.055	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS07D508428	CD44	0.737	1.365	1.234	0.821	1.123	1.461	0.741	0.865
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	SIGLEC1	0.0	0.01	0.0	0.0	0.004	0.008	0.0	0.0
